22656|43437541|0
22656|231767|0
22656|43432199|0
22656|43437909|0
22656|43404872|0
22656|43395426|1
22656|7912022|0
22656|853703|3
22656|43437171|0
22656|43441776|0
22656|43438342|0
22656|43440596|0
22656|43432457|0
22656|43431442|0
22656|43438072|0
22656|43438388|0
22656|43441506|0
22656|43439594|0
22656|43441352|0
22656|43440248|0
22656|43441160|0
22656|43440940|0
22656|16728866|0
22656|43434493|0
22656|42478340|0
22656|43282284|0
22656|43440479|1
22656|43438572|0
22656|43437711|0
22656|43439244|0
22656|43440310|0
22656|3240881|0
22656|43440249|0
22656|14418352|0
22656|43439884|0
22656|43439854|0
22656|43425263|0
22656|43439959|0
22656|43440046|0
22656|43439782|1
22656|43439678|0
22656|43438001|0
22656|43435231|0
22656|43439213|0
22656|43439460|0
22656|43437542|0
22656|43437333|0
22656|43438765|0
22656|43438536|0
22656|37759755|0
22656|43438616|0
22656|43435685|0
22656|43438414|0
22656|43438257|0
22656|43437515|0
22656|43437796|0
22656|43436681|0
22656|26195156|0
22656|43437635|0
22656|43437614|0
22656|43437109|0
22656|43437219|0
22656|43437080|0
22656|43436808|0
22656|43436739|0
22656|43436653|0
22656|43436608|0
22656|21218716|2
22656|43435217|0
22656|43431525|0
22656|43425450|0
22656|43434382|0
22656|10679580|0
22656|43431580|0
22656|43434170|0
22656|43434350|0
22656|43432137|0
22656|43432186|0
22656|43432871|0
22656|43432993|0
22656|43404226|0
22656|43433155|0
22656|43432917|0
22656|43432864|0
22656|43432268|0
22656|42037370|0
22656|11922383|0
22656|43432684|0
22656|43432630|0
22656|43432416|0
22656|43432349|0
22656|43428635|0
22656|43432234|0
22656|43432183|0
22656|43431689|0
22656|43431983|0
22656|43431732|0
22656|43431781|0
22656|1779199|0
29407|43437541|0
29407|231767|0
29407|43432199|0
29407|43437909|0
29407|43404872|0
29407|43395426|0
29407|7912022|0
29407|853703|0
29407|43437171|0
29407|43441776|0
29407|43438342|0
29407|43440596|0
29407|43432457|0
29407|43431442|0
29407|43438072|0
29407|43438388|0
29407|43441506|0
29407|43439594|0
29407|43441352|0
29407|43440248|0
29407|43441160|0
29407|43440940|0
29407|16728866|0
29407|43434493|0
29407|42478340|0
29407|43282284|0
29407|43440479|0
29407|43438572|0
29407|43437711|0
29407|43439244|0
29407|43440310|0
29407|3240881|0
29407|43440249|0
29407|14418352|0
29407|43439884|0
29407|43439854|0
29407|43425263|0
29407|43439959|0
29407|43440046|0
29407|43439782|0
29407|43439678|0
29407|43438001|0
29407|43435231|0
29407|43439213|0
29407|43439460|0
29407|43437542|0
29407|43437333|0
29407|43438765|0
29407|43438536|0
29407|37759755|0
29407|43438616|0
29407|43435685|0
29407|43438414|0
29407|43438257|0
29407|43437515|0
29407|43437796|0
29407|43436681|0
29407|26195156|0
29407|43437635|0
29407|43437614|0
29407|43437109|0
29407|43437219|0
29407|43437080|0
29407|43436808|0
29407|43436739|0
29407|43436653|0
29407|43436608|0
29407|21218716|0
29407|43435217|0
29407|43431525|0
29407|43425450|0
29407|43434382|0
29407|10679580|0
29407|43431580|0
29407|43434170|0
29407|43434350|0
29407|43432137|0
29407|43432186|0
29407|43432871|0
29407|43432993|0
29407|43404226|0
29407|43433155|0
29407|43432917|0
29407|43432864|0
29407|43432268|0
29407|42037370|0
29407|11922383|0
29407|43432684|0
29407|43432630|0
29407|43432416|0
29407|43432349|0
29407|43428635|0
29407|43432234|0
29407|43432183|0
29407|43431689|0
29407|43431983|0
29407|43431732|0
29407|43431781|0
29407|1779199|0
157882|43437541|0
157882|231767|0
157882|43432199|0
157882|43437909|0
157882|43404872|0
157882|43395426|0
157882|7912022|0
157882|853703|0
157882|43437171|0
157882|43441776|0
157882|43438342|0
157882|43440596|0
157882|43432457|0
157882|43431442|0
157882|43438072|0
157882|43438388|0
157882|43441506|0
157882|43439594|0
157882|43441352|0
157882|43440248|0
157882|43441160|0
157882|43440940|0
157882|16728866|0
157882|43434493|0
157882|42478340|0
157882|43282284|0
157882|43440479|0
157882|43438572|0
157882|43437711|0
157882|43439244|0
157882|43440310|0
157882|3240881|0
157882|43440249|0
157882|14418352|0
157882|43439884|0
157882|43439854|0
157882|43425263|0
157882|43439959|0
157882|43440046|0
157882|43439782|0
157882|43439678|0
157882|43438001|0
157882|43435231|0
157882|43439213|0
157882|43439460|0
157882|43437542|0
157882|43437333|0
157882|43438765|0
157882|43438536|0
157882|37759755|0
157882|43438616|0
157882|43435685|0
157882|43438414|0
157882|43438257|0
157882|43437515|0
157882|43437796|0
157882|43436681|0
157882|26195156|0
157882|43437635|0
157882|43437614|0
157882|43437109|0
157882|43437219|0
157882|43437080|0
157882|43436808|0
157882|43436739|0
157882|43436653|0
157882|43436608|0
157882|21218716|0
157882|43435217|0
157882|43431525|0
157882|43425450|0
157882|43434382|0
157882|10679580|0
157882|43431580|0
157882|43434170|0
157882|43434350|0
157882|43432137|0
157882|43432186|0
157882|43432871|0
157882|43432993|0
157882|43404226|0
157882|43433155|0
157882|43432917|0
157882|43432864|0
157882|43432268|0
157882|42037370|0
157882|11922383|0
157882|43432684|0
157882|43432630|0
157882|43432416|0
157882|43432349|0
157882|43428635|0
157882|43432234|0
157882|43432183|0
157882|43431689|0
157882|43431983|0
157882|43431732|0
157882|43431781|0
157882|1779199|0
6309|43437541|1
6309|231767|0
6309|43432199|1
6309|43437909|4
6309|43404872|0
6309|43395426|0
6309|7912022|1
6309|853703|0
6309|43437171|1
6309|43441776|0
6309|43438342|0
6309|43440596|0
6309|43432457|0
6309|43431442|0
6309|43438072|1
6309|43438388|3
6309|43441506|0
6309|43439594|0
6309|43441352|1
6309|43440248|0
6309|43441160|0
6309|43440940|0
6309|16728866|2
6309|43434493|2
6309|42478340|3
6309|43282284|0
6309|43440479|0
6309|43438572|0
6309|43437711|1
6309|43439244|0
6309|43440310|0
6309|3240881|3
6309|43440249|0
6309|14418352|4
6309|43439884|0
6309|43439854|0
6309|43425263|0
6309|43439959|0
6309|43440046|0
6309|43439782|0
6309|43439678|0
6309|43438001|0
6309|43435231|0
6309|43439213|0
6309|43439460|0
6309|43437542|0
6309|43437333|0
6309|43438765|1
6309|43438536|0
6309|37759755|5
6309|43438616|0
6309|43435685|0
6309|43438414|0
6309|43438257|0
6309|43437515|0
6309|43437796|0
6309|43436681|0
6309|26195156|0
6309|43437635|1
6309|43437614|0
6309|43437109|3
6309|43437219|0
6309|43437080|0
6309|43436808|0
6309|43436739|0
6309|43436653|0
6309|43436608|1
6309|21218716|0
6309|43435217|0
6309|43431525|0
6309|43425450|0
6309|43434382|1
6309|10679580|0
6309|43431580|0
6309|43434170|1
6309|43434350|0
6309|43432137|0
6309|43432186|0
6309|43432871|0
6309|43432993|1
6309|43404226|1
6309|43433155|0
6309|43432917|0
6309|43432864|0
6309|43432268|3
6309|42037370|2
6309|11922383|0
6309|43432684|0
6309|43432630|0
6309|43432416|0
6309|43432349|1
6309|43428635|0
6309|43432234|0
6309|43432183|0
6309|43431689|1
6309|43431983|3
6309|43431732|0
6309|43431781|1
6309|1779199|0
23354|43437541|0
23354|231767|0
23354|43432199|0
23354|43437909|0
23354|43404872|0
23354|43395426|1
23354|7912022|0
23354|853703|1
23354|43437171|0
23354|43441776|0
23354|43438342|0
23354|43440596|0
23354|43432457|0
23354|43431442|0
23354|43438072|0
23354|43438388|0
23354|43441506|0
23354|43439594|0
23354|43441352|0
23354|43440248|0
23354|43441160|0
23354|43440940|0
23354|16728866|0
23354|43434493|0
23354|42478340|0
23354|43282284|0
23354|43440479|3
23354|43438572|0
23354|43437711|0
23354|43439244|0
23354|43440310|0
23354|3240881|0
23354|43440249|0
23354|14418352|0
23354|43439884|0
23354|43439854|0
23354|43425263|0
23354|43439959|0
23354|43440046|0
23354|43439782|0
23354|43439678|0
23354|43438001|0
23354|43435231|0
23354|43439213|0
23354|43439460|0
23354|43437542|0
23354|43437333|0
23354|43438765|0
23354|43438536|0
23354|37759755|0
23354|43438616|0
23354|43435685|0
23354|43438414|0
23354|43438257|0
23354|43437515|0
23354|43437796|0
23354|43436681|0
23354|26195156|0
23354|43437635|0
23354|43437614|0
23354|43437109|0
23354|43437219|0
23354|43437080|0
23354|43436808|0
23354|43436739|0
23354|43436653|0
23354|43436608|0
23354|21218716|1
23354|43435217|0
23354|43431525|0
23354|43425450|0
23354|43434382|0
23354|10679580|0
23354|43431580|0
23354|43434170|0
23354|43434350|0
23354|43432137|0
23354|43432186|0
23354|43432871|0
23354|43432993|0
23354|43404226|0
23354|43433155|0
23354|43432917|0
23354|43432864|0
23354|43432268|0
23354|42037370|0
23354|11922383|0
23354|43432684|0
23354|43432630|0
23354|43432416|0
23354|43432349|0
23354|43428635|0
23354|43432234|0
23354|43432183|0
23354|43431689|0
23354|43431983|0
23354|43431732|0
23354|43431781|0
23354|1779199|0
34397|43437541|0
34397|231767|0
34397|43432199|0
34397|43437909|0
34397|43404872|0
34397|43395426|0
34397|7912022|0
34397|853703|0
34397|43437171|0
34397|43441776|0
34397|43438342|0
34397|43440596|0
34397|43432457|0
34397|43431442|0
34397|43438072|0
34397|43438388|0
34397|43441506|0
34397|43439594|0
34397|43441352|0
34397|43440248|0
34397|43441160|0
34397|43440940|0
34397|16728866|0
34397|43434493|0
34397|42478340|0
34397|43282284|0
34397|43440479|0
34397|43438572|0
34397|43437711|0
34397|43439244|0
34397|43440310|0
34397|3240881|0
34397|43440249|0
34397|14418352|0
34397|43439884|0
34397|43439854|0
34397|43425263|0
34397|43439959|0
34397|43440046|0
34397|43439782|0
34397|43439678|0
34397|43438001|0
34397|43435231|0
34397|43439213|0
34397|43439460|0
34397|43437542|0
34397|43437333|0
34397|43438765|0
34397|43438536|0
34397|37759755|0
34397|43438616|0
34397|43435685|0
34397|43438414|0
34397|43438257|0
34397|43437515|0
34397|43437796|0
34397|43436681|0
34397|26195156|0
34397|43437635|0
34397|43437614|0
34397|43437109|0
34397|43437219|0
34397|43437080|0
34397|43436808|0
34397|43436739|0
34397|43436653|0
34397|43436608|0
34397|21218716|0
34397|43435217|0
34397|43431525|0
34397|43425450|0
34397|43434382|0
34397|10679580|0
34397|43431580|0
34397|43434170|0
34397|43434350|0
34397|43432137|0
34397|43432186|0
34397|43432871|0
34397|43432993|0
34397|43404226|0
34397|43433155|0
34397|43432917|0
34397|43432864|0
34397|43432268|0
34397|42037370|0
34397|11922383|0
34397|43432684|0
34397|43432630|0
34397|43432416|0
34397|43432349|0
34397|43428635|0
34397|43432234|0
34397|43432183|0
34397|43431689|0
34397|43431983|0
34397|43431732|0
34397|43431781|0
34397|1779199|0
100297|43437541|0
100297|231767|1
100297|43432199|0
100297|43437909|0
100297|43404872|0
100297|43395426|0
100297|7912022|0
100297|853703|0
100297|43437171|0
100297|43441776|0
100297|43438342|0
100297|43440596|0
100297|43432457|0
100297|43431442|0
100297|43438072|0
100297|43438388|0
100297|43441506|4
100297|43439594|0
100297|43441352|0
100297|43440248|0
100297|43441160|0
100297|43440940|0
100297|16728866|0
100297|43434493|0
100297|42478340|0
100297|43282284|0
100297|43440479|0
100297|43438572|0
100297|43437711|0
100297|43439244|0
100297|43440310|0
100297|3240881|0
100297|43440249|0
100297|14418352|0
100297|43439884|0
100297|43439854|0
100297|43425263|0
100297|43439959|0
100297|43440046|0
100297|43439782|2
100297|43439678|0
100297|43438001|0
100297|43435231|0
100297|43439213|1
100297|43439460|0
100297|43437542|0
100297|43437333|0
100297|43438765|0
100297|43438536|0
100297|37759755|0
100297|43438616|0
100297|43435685|0
100297|43438414|3
100297|43438257|0
100297|43437515|0
100297|43437796|0
100297|43436681|0
100297|26195156|1
100297|43437635|0
100297|43437614|0
100297|43437109|0
100297|43437219|0
100297|43437080|0
100297|43436808|0
100297|43436739|0
100297|43436653|0
100297|43436608|0
100297|21218716|0
100297|43435217|4
100297|43431525|0
100297|43425450|0
100297|43434382|0
100297|10679580|0
100297|43431580|0
100297|43434170|0
100297|43434350|0
100297|43432137|0
100297|43432186|0
100297|43432871|0
100297|43432993|0
100297|43404226|0
100297|43433155|0
100297|43432917|0
100297|43432864|0
100297|43432268|0
100297|42037370|0
100297|11922383|0
100297|43432684|0
100297|43432630|0
100297|43432416|0
100297|43432349|0
100297|43428635|0
100297|43432234|0
100297|43432183|0
100297|43431689|0
100297|43431983|0
100297|43431732|0
100297|43431781|0
100297|1779199|0
893|43437541|0
893|231767|0
893|43432199|0
893|43437909|0
893|43404872|0
893|43395426|0
893|7912022|0
893|853703|0
893|43437171|0
893|43441776|0
893|43438342|0
893|43440596|0
893|43432457|0
893|43431442|0
893|43438072|0
893|43438388|0
893|43441506|0
893|43439594|0
893|43441352|0
893|43440248|0
893|43441160|0
893|43440940|0
893|16728866|0
893|43434493|0
893|42478340|0
893|43282284|0
893|43440479|0
893|43438572|0
893|43437711|0
893|43439244|0
893|43440310|0
893|3240881|0
893|43440249|0
893|14418352|0
893|43439884|0
893|43439854|0
893|43425263|0
893|43439959|0
893|43440046|0
893|43439782|0
893|43439678|0
893|43438001|0
893|43435231|0
893|43439213|0
893|43439460|0
893|43437542|0
893|43437333|0
893|43438765|0
893|43438536|0
893|37759755|0
893|43438616|0
893|43435685|0
893|43438414|0
893|43438257|0
893|43437515|0
893|43437796|0
893|43436681|0
893|26195156|0
893|43437635|0
893|43437614|0
893|43437109|0
893|43437219|0
893|43437080|0
893|43436808|0
893|43436739|0
893|43436653|0
893|43436608|0
893|21218716|0
893|43435217|0
893|43431525|0
893|43425450|0
893|43434382|0
893|10679580|0
893|43431580|0
893|43434170|0
893|43434350|0
893|43432137|0
893|43432186|0
893|43432871|0
893|43432993|0
893|43404226|0
893|43433155|0
893|43432917|0
893|43432864|0
893|43432268|0
893|42037370|0
893|11922383|0
893|43432684|0
893|43432630|0
893|43432416|0
893|43432349|0
893|43428635|0
893|43432234|0
893|43432183|0
893|43431689|0
893|43431983|0
893|43431732|0
893|43431781|0
893|1779199|0
95810|43437541|0
95810|231767|0
95810|43432199|0
95810|43437909|0
95810|43404872|0
95810|43395426|0
95810|7912022|0
95810|853703|0
95810|43437171|0
95810|43441776|0
95810|43438342|0
95810|43440596|0
95810|43432457|0
95810|43431442|0
95810|43438072|0
95810|43438388|0
95810|43441506|0
95810|43439594|0
95810|43441352|0
95810|43440248|0
95810|43441160|0
95810|43440940|0
95810|16728866|0
95810|43434493|0
95810|42478340|0
95810|43282284|0
95810|43440479|0
95810|43438572|0
95810|43437711|0
95810|43439244|0
95810|43440310|0
95810|3240881|0
95810|43440249|0
95810|14418352|0
95810|43439884|0
95810|43439854|0
95810|43425263|0
95810|43439959|0
95810|43440046|0
95810|43439782|0
95810|43439678|0
95810|43438001|0
95810|43435231|0
95810|43439213|0
95810|43439460|0
95810|43437542|0
95810|43437333|0
95810|43438765|0
95810|43438536|0
95810|37759755|0
95810|43438616|0
95810|43435685|0
95810|43438414|0
95810|43438257|0
95810|43437515|0
95810|43437796|0
95810|43436681|0
95810|26195156|0
95810|43437635|0
95810|43437614|0
95810|43437109|0
95810|43437219|0
95810|43437080|0
95810|43436808|0
95810|43436739|0
95810|43436653|0
95810|43436608|0
95810|21218716|0
95810|43435217|0
95810|43431525|0
95810|43425450|0
95810|43434382|0
95810|10679580|0
95810|43431580|0
95810|43434170|0
95810|43434350|0
95810|43432137|0
95810|43432186|0
95810|43432871|0
95810|43432993|0
95810|43404226|0
95810|43433155|0
95810|43432917|0
95810|43432864|0
95810|43432268|0
95810|42037370|0
95810|11922383|0
95810|43432684|0
95810|43432630|0
95810|43432416|0
95810|43432349|0
95810|43428635|0
95810|43432234|0
95810|43432183|0
95810|43431689|0
95810|43431983|0
95810|43431732|0
95810|43431781|0
95810|1779199|0
335858|43437541|1
335858|231767|0
335858|43432199|1
335858|43437909|0
335858|43404872|0
335858|43395426|0
335858|7912022|0
335858|853703|0
335858|43437171|2
335858|43441776|0
335858|43438342|0
335858|43440596|0
335858|43432457|0
335858|43431442|0
335858|43438072|1
335858|43438388|0
335858|43441506|0
335858|43439594|0
335858|43441352|1
335858|43440248|2
335858|43441160|0
335858|43440940|0
335858|16728866|0
335858|43434493|0
335858|42478340|0
335858|43282284|0
335858|43440479|0
335858|43438572|0
335858|43437711|1
335858|43439244|0
335858|43440310|0
335858|3240881|0
335858|43440249|0
335858|14418352|0
335858|43439884|0
335858|43439854|0
335858|43425263|1
335858|43439959|5
335858|43440046|0
335858|43439782|0
335858|43439678|0
335858|43438001|1
335858|43435231|0
335858|43439213|0
335858|43439460|0
335858|43437542|5
335858|43437333|2
335858|43438765|1
335858|43438536|0
335858|37759755|0
335858|43438616|3
335858|43435685|0
335858|43438414|0
335858|43438257|0
335858|43437515|2
335858|43437796|0
335858|43436681|0
335858|26195156|0
335858|43437635|1
335858|43437614|0
335858|43437109|0
335858|43437219|0
335858|43437080|0
335858|43436808|0
335858|43436739|0
335858|43436653|0
335858|43436608|1
335858|21218716|0
335858|43435217|0
335858|43431525|0
335858|43425450|0
335858|43434382|1
335858|10679580|0
335858|43431580|0
335858|43434170|1
335858|43434350|0
335858|43432137|1
335858|43432186|0
335858|43432871|0
335858|43432993|1
335858|43404226|1
335858|43433155|0
335858|43432917|0
335858|43432864|0
335858|43432268|0
335858|42037370|0
335858|11922383|0
335858|43432684|0
335858|43432630|0
335858|43432416|0
335858|43432349|0
335858|43428635|0
335858|43432234|0
335858|43432183|0
335858|43431689|1
335858|43431983|1
335858|43431732|0
335858|43431781|1
335858|1779199|2
5445|43437541|0
5445|231767|0
5445|43432199|0
5445|43437909|0
5445|43404872|0
5445|43395426|0
5445|7912022|0
5445|853703|0
5445|43437171|0
5445|43441776|0
5445|43438342|0
5445|43440596|0
5445|43432457|0
5445|43431442|0
5445|43438072|0
5445|43438388|0
5445|43441506|0
5445|43439594|0
5445|43441352|0
5445|43440248|0
5445|43441160|0
5445|43440940|0
5445|16728866|0
5445|43434493|0
5445|42478340|0
5445|43282284|0
5445|43440479|0
5445|43438572|0
5445|43437711|0
5445|43439244|0
5445|43440310|0
5445|3240881|0
5445|43440249|0
5445|14418352|0
5445|43439884|0
5445|43439854|0
5445|43425263|0
5445|43439959|0
5445|43440046|0
5445|43439782|0
5445|43439678|0
5445|43438001|0
5445|43435231|0
5445|43439213|0
5445|43439460|0
5445|43437542|0
5445|43437333|0
5445|43438765|0
5445|43438536|0
5445|37759755|0
5445|43438616|0
5445|43435685|0
5445|43438414|0
5445|43438257|0
5445|43437515|0
5445|43437796|0
5445|43436681|0
5445|26195156|0
5445|43437635|0
5445|43437614|0
5445|43437109|0
5445|43437219|0
5445|43437080|0
5445|43436808|0
5445|43436739|0
5445|43436653|0
5445|43436608|0
5445|21218716|0
5445|43435217|0
5445|43431525|0
5445|43425450|0
5445|43434382|0
5445|10679580|0
5445|43431580|0
5445|43434170|0
5445|43434350|0
5445|43432137|0
5445|43432186|0
5445|43432871|0
5445|43432993|0
5445|43404226|0
5445|43433155|0
5445|43432917|0
5445|43432864|0
5445|43432268|0
5445|42037370|0
5445|11922383|0
5445|43432684|0
5445|43432630|0
5445|43432416|0
5445|43432349|0
5445|43428635|0
5445|43432234|0
5445|43432183|0
5445|43431689|0
5445|43431983|0
5445|43431732|0
5445|43431781|0
5445|1779199|0
13302|43437541|0
13302|231767|0
13302|43432199|0
13302|43437909|0
13302|43404872|0
13302|43395426|0
13302|7912022|0
13302|853703|0
13302|43437171|0
13302|43441776|0
13302|43438342|0
13302|43440596|0
13302|43432457|0
13302|43431442|0
13302|43438072|0
13302|43438388|0
13302|43441506|0
13302|43439594|0
13302|43441352|0
13302|43440248|0
13302|43441160|0
13302|43440940|0
13302|16728866|0
13302|43434493|0
13302|42478340|0
13302|43282284|0
13302|43440479|0
13302|43438572|0
13302|43437711|0
13302|43439244|0
13302|43440310|0
13302|3240881|0
13302|43440249|0
13302|14418352|0
13302|43439884|0
13302|43439854|0
13302|43425263|0
13302|43439959|0
13302|43440046|0
13302|43439782|0
13302|43439678|0
13302|43438001|0
13302|43435231|0
13302|43439213|0
13302|43439460|0
13302|43437542|0
13302|43437333|0
13302|43438765|0
13302|43438536|0
13302|37759755|0
13302|43438616|0
13302|43435685|0
13302|43438414|0
13302|43438257|0
13302|43437515|0
13302|43437796|0
13302|43436681|0
13302|26195156|0
13302|43437635|0
13302|43437614|0
13302|43437109|0
13302|43437219|0
13302|43437080|0
13302|43436808|0
13302|43436739|0
13302|43436653|0
13302|43436608|0
13302|21218716|0
13302|43435217|0
13302|43431525|0
13302|43425450|0
13302|43434382|0
13302|10679580|0
13302|43431580|0
13302|43434170|0
13302|43434350|0
13302|43432137|0
13302|43432186|0
13302|43432871|0
13302|43432993|0
13302|43404226|0
13302|43433155|0
13302|43432917|0
13302|43432864|0
13302|43432268|0
13302|42037370|0
13302|11922383|0
13302|43432684|0
13302|43432630|0
13302|43432416|0
13302|43432349|0
13302|43428635|0
13302|43432234|0
13302|43432183|0
13302|43431689|0
13302|43431983|0
13302|43431732|0
13302|43431781|0
13302|1779199|0
61974|43437541|0
61974|231767|0
61974|43432199|0
61974|43437909|0
61974|43404872|0
61974|43395426|0
61974|7912022|0
61974|853703|0
61974|43437171|0
61974|43441776|0
61974|43438342|0
61974|43440596|0
61974|43432457|0
61974|43431442|0
61974|43438072|0
61974|43438388|0
61974|43441506|0
61974|43439594|0
61974|43441352|0
61974|43440248|1
61974|43441160|0
61974|43440940|0
61974|16728866|0
61974|43434493|0
61974|42478340|0
61974|43282284|0
61974|43440479|0
61974|43438572|0
61974|43437711|0
61974|43439244|0
61974|43440310|0
61974|3240881|0
61974|43440249|0
61974|14418352|0
61974|43439884|0
61974|43439854|0
61974|43425263|1
61974|43439959|1
61974|43440046|0
61974|43439782|0
61974|43439678|0
61974|43438001|0
61974|43435231|0
61974|43439213|0
61974|43439460|0
61974|43437542|1
61974|43437333|1
61974|43438765|0
61974|43438536|0
61974|37759755|0
61974|43438616|1
61974|43435685|0
61974|43438414|0
61974|43438257|0
61974|43437515|1
61974|43437796|0
61974|43436681|0
61974|26195156|0
61974|43437635|0
61974|43437614|0
61974|43437109|0
61974|43437219|0
61974|43437080|0
61974|43436808|0
61974|43436739|0
61974|43436653|0
61974|43436608|0
61974|21218716|0
61974|43435217|0
61974|43431525|0
61974|43425450|0
61974|43434382|0
61974|10679580|0
61974|43431580|0
61974|43434170|0
61974|43434350|0
61974|43432137|0
61974|43432186|0
61974|43432871|0
61974|43432993|0
61974|43404226|0
61974|43433155|0
61974|43432917|0
61974|43432864|0
